OBJECTID,ISLAND,REGION,PROVINCE,DEO,CONG_DIST,ROAD_NAME,LOCATION,BRIDGE_ID,BR_NAME,BR_LENGTH,BR_TYPE1,BR_TYPE2,YR_CONST,ACTUAL_YR,CONDITION,NUM_ABUTT,NUM_PIER,NUM_SPAN,BR_WIDTH,BR_LIFE,LOAD_LIMIT,HT_OVER,HT_UNDER,L_SDWALK,R_SDWALK,NUM_LANES,BNR,CROSSING,BRGY,MUN,REMARKS,created_user,created_date,last_edited_user,last_edited_date,ROAD_SEC_CLASS,SEC_ID,SEC_LENGTH,ROUTE_NO,MaxBRHT,MaxPierHT,COMMENTS
"8403",Mindanao,Region XIII,Agusan del Sur,Agusan del Sur 2nd District Engineering Office,Agusan Del Sur (Second District),NRJ Sn Francisco-Bahi-Barobo Rd,"5012",B00787MN,Camp Bagang Br.,16,Concrete,Permanent,Year Known,"1981",Good,"2","0","1",9.5,"25",20,0,0,1,1,"2",0,River/Waterway (fresh water),Camp-Bagang,Barobo, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00463MN,"0","905",4.3,0,The bridge is in good condition.
"8404",Mindanao,Region XI,Davao Oriental,Davao Oriental 1st District Engineering Office,Davao Oriental (First District),Benigno S. Aquino Jr. National Highway,"8636",B01667MN,Hulid Br.,61,Steel,Permanent,Year Known,"2006",Good,"2","0","1",8.8,"26",15,0,0,0.83,0.83,"2",0.056604,River/Waterway (fresh water),Aragon,Cateel, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S01389MN,"0","906",6.3,0,The bridge is in good condition needs routine maintenance only
"8405",Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 1st District Engineering Office,Surigao Del Sur (First District),Jct Gamut-Sn Miguel Bayugan Rd,"19366",B00333MN,Taktaraok Br.,46,Concrete,Permanent,Year Known,"1992",Good,"2","2","3",9.1,"20",20,0,0,0.45,0.45,"2",0,River/Waterway (fresh water),Tina,San Miguel, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S01347MN,"0","0",9.6,6.6,"Rehabilitation of bridge under GAA 2014 was completed. Replacement of deck slab of span 1, 2, & 3 and application of carbon fiber sheet to main members of span 1, 2, & 3. Bridge requires routinary maintenance only."
"8406",Mindanao,Region XIII,Dinagat Islands,Dinagat Islands District Engineering Office,Dinagat Islands (Lone District),Jct Magsaysay-Cagdianao Rd,"3227",B00079DG,Maatas Br. 2,13,Concrete,Permanent,Year Known,"2012",Good,"2","0","1",9.55,"42",20,0,0,0.7,0.7,"2",0,River/Waterway (fresh water),Maatas,Cagdianao, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00001DG,"0","881",4.3,0,Some previous defects were already repaired
"8407",Mindanao,Region XII,Cotabato,Cotabato 2nd District Engineering Office,Cotabato (Second District),Paco-Roxas-Arakan Valley-Jct Davao-Bukidnon Rd,"1423",B00256MN,Mateo Br.,46,Steel,Permanent,Year Known,"1990",Fair,"2","0","1",9.39,"28",14,0,0,0.75,0.75,"2",0.144654,River/Waterway (fresh water),Paco,Kidapawan City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00701MN,"0","942",9.55,0,On-going construction of bridge widening.
"8408",Mindanao,Region XI,Davao del Sur,Davao del Sur District Engineering Office,Davao Del Sur (Lone District),Digos Div Rd,"1202",B01612MN,Digos Br. 3,30,Concrete,Permanent,Year Known,"2011",Fair,"2","0","1",9.54,"45",15,0,0,0.76,0.76,"2",0.04902,River/Waterway (fresh water),Cogon,Digos City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00197MN,"0","923",9.77,0,NO SERIOUS DEFECTS. REPAIR INVOLVED ONLY PATCHING AND EPOXY COATING
"8409",Mindanao,Region XII,Sarangani,Sarangani District Engineering Office,Sarangani (Lone District),Demoloc-Little Baguio-Alabel Rd,"1520",B01539MN,Alabel Br.,19,Concrete,Permanent,Year Known,"1982",Fair,"2","0","1",9.48,"34",20,0,0,0.65,0.65,"2",0.09434,River/Waterway (fresh water),Poblacion,Alabel, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00221MN,"0","0",4.25,0,On-going bridge widening project this year 2018.
"8410",Mindanao,Region X,Misamis Oriental,Misamis Oriental 2nd District Engineering Office,Misamis Oriental (Second District),Butuan City-Cagayan de Oro City-Iligan City Rd,"17105",B01325MN,Alubijid Br.,57,Concrete,Permanent,Post 1970,"1977",Good,"2","2","3",24.76,"40",20,0,0,1.4,1.4,"6",0,River/Waterway (fresh water),Poblacion,Alubijid, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00519MN,"0","9",9.8,7.35,Newly completed widening of bridge
"8411",Mindanao,Region XIII,Agusan del Sur,Agusan del Sur 2nd District Engineering Office,Agusan Del Sur (Second District),Daang Maharlika (Agusan-Davao Sect),"10874",B01939MN,Tagconayon Parallel Br.,24,Concrete,Permanent,Year Known,"2017",Good,"2","0","1",9.6,"40",0,0,0,0.8,0.8,"2",0,River/Waterway (fresh water),Bayugan 2,San Francisco, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00439MN,"0","1",6.2,0,BRIDGE WAS NEWLY CONSTRUCTED UNDER GA 2017
"8412",Mindanao,Region XII,Sultan Kudarat,Sultan Kudarat 2nd District Engineering Office,Sultan Kudarat (Second District),Awang-Upi-Lebak-Kalamansig-Palimbang-Sarangani Rd,"44564",B00335MN,Baranayan Br.,42,Concrete,Permanent,Year Known,"1998",Good,"2","1","2",9.67,"28",0,0,0,0.77,0.77,"2",0,Estuary (Salt Water),Baranayan,Palimbang, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00737MN,"0","935",5.58,4.1,No damaged during time of inspection.
"8413",Mindanao,Region XI,Compostela Valley,Compostela Valley District Engineering Office,Davao De Oro (First District),Daang Maharlika (MN),"36011",B00073MN,Tigbawan Br.,21,Concrete,Permanent,1945-1970,"1959",Good,"2","2","3",14.4,"40",15,0,0,0.46,0.46,"4",0.024793,River/Waterway (fresh water),Poblacion,Montevista, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00126MN,"0","1",6.32,1.95,"Cracks, Honeycomb and Rebar Exposure on Girder, Epoxy Coating, Epoxy Injection and Patching Type B are recommended"
"8414",Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 1st District Engineering Office,Surigao Del Sur (First District),Surigao-Davao Coastal Rd,"80636",B00686MN,Balibadon Br. 1,36,Steel,Permanent,Year Known,"2010",Good,"2","0","1",9.5,"28",20,6,0,0.75,0.75,"2",0,River/Waterway (fresh water),Baliabadon,Cortes, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00313MN,"0","902",11.8,0,Rehabilitation of the bridge under GAA 2019 was completed. Waterproofing of deck slab & repair of bridge approach of abutment-1.
"8415",Mindanao,Region X,Misamis Occidental,Misamis Occidental 1st District Engineering Office,Misamis Occidental (First District),Jimenez Old Route,"243",B00369MN,Palilan Br.,61,Concrete,Permanent,Year Known,"1999",Good,"2","1","2",9.45,"30",0,0,0,0.75,0.75,"2",0,Sea (Exposed),Palilan,Jimenez, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00964MN,"0","0",7.97,5.44,RM Only - Painting Bridge Components
"8416",Mindanao,Region XIII,Agusan del Sur,Agusan del Sur 1st District Engineering Office,Agusan Del Sur (First District),Butuan City-Talacogon-Loreto-Veruela-Sta Josefa Rd,"14015",B00596MN,Mayat Br.,23,Concrete,Permanent,Year Known,"1970",Fair,"2","0","1",10.36,"30",15,0,0,0.8,0.8,"2",0.157895,River/Waterway (fresh water),Desamparados,Talacogon, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00829MN,"0","904",8.4,0,All Main Members was repaired and strengthened with carbon fiber under GAA 2017 Fund implemented by ADS 1st DEO. Severe scaling at whole Deck and corrosion on Bearings needs protection.
"8417",Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 1st District Engineering Office,Surigao Del Sur (First District),Surigao-Davao Coastal Rd,"51789",B00667MN,Lambunao Br.,41,Steel,Permanent,Year Known,"1990",Fair,"2","1","2",8.6,"15",15,0,0,0.5,0.5,"2",0.054902,River/Waterway (fresh water),Zone Iii,Lanuza, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00313MN,"0","902",6.1,6.2,"Completed Rehabilitation of Lambunao bridge under GAA 2018, Application of protective coating for concrete to deck slab, installation of carbon fiber plates to main members, installation of carbon fiber sheets underdeck on center of bridge deck of span 1"
"8418",Mindanao,Region XII,Sultan Kudarat,Sultan Kudarat 1st District Engineering Office,Sultan Kudarat (First District),Marbel-Allah Valley-Cotabato Rd,"5648",B01937MN,Allah Br.,150,Concrete,Permanent,Year Known,"2017",Good,"2","4","5",9.45,"50",0,0,0,1.1,1.1,"2",0.010582,River/Waterway (fresh water),Ala,Esperanza, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00749MN,"0","1",8.3,6.05,Repair damage of grouted riprap slope protectiona at abutment 2.
"8419",Mindanao,Region XII,Sultan Kudarat,Sultan Kudarat 2nd District Engineering Office,Sultan Kudarat (Second District),Awang-Upi-Lebak-Kalamansig-Palimbang-Sarangani Rd,"26348",B00145MN,Midol Br.,25,Steel,Permanent,Year Known,"2007",Good,"2","0","1",9.9,"37",20,0,0,0,0,"2",0.037736,River/Waterway (fresh water),Midol,Palimbang, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00737MN,"0","935",3.85,0,No defects were found during time of inspection
"8420",Mindanao,Region XI,Davao del Sur,Davao City District Engineering Office,Davao City (First District),Davao-Cotabato Rd (Davao City-Jct Digos Sect),"7652",B01468MN,Talomo Br. 2,42,Concrete,Permanent,Year Known,"2001",Good,"2","0","1",8.95,"31",15,0,0,0.45,0.45,"2",0,River/Waterway (fresh water),Talomo,Davao City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00039MN,"0","1",5,0,New replace superstructure
"8421",Mindanao,Region XII,Cotabato,Cotabato 2nd District Engineering Office,Cotabato (Second District),Paco-Roxas-Arakan Valley-Jct Davao-Bukidnon Rd,"6669",B00260MN,New Cebu Br.,32,Concrete,Permanent,Year Known,"1998",Good,"2","1","2",9.6,"33",14,0,0,0.77,0.5,"2",0,River/Waterway (fresh water),New Cebu,Pres. Roxas, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00701MN,"0","942",5.7,5.56,Bridge needs routine maintence.
"8422",Mindanao,Region X,Misamis Occidental,Misamis Occidental 2nd District Engineering Office,Misamis Occidental (Second District),Ozamis-Oroquieta Rd,"5765",B01500MN,H. Ramiro Br.,47,Steel,Permanent,Year Known,"2003",Fair,"2","0","1",8.84,"30",20,0,0,0.78,0.74,"2",0.100629,Sea (Exposed),Lapasan,Clarin, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S01006MN,"0","79",11.6,0,Paint Peel Off @ Main Member ( Steel Girder )
"8423",Mindanao,Region XIII,Agusan del Sur,Agusan del Sur 2nd District Engineering Office,Agusan Del Sur (Second District),Butuan City-Talacogon-Loreto-Veruela-Sta Josefa Rd,"653",B01574MN,Anilao Br.,21,Concrete,Permanent,Year Known,"1998",Fair,"2","0","1",9.58,"30",0,0,0,1.1,0,"2",0.150943,River/Waterway (fresh water),Sampaguita,Veruela, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00478MN,"0","904",6.84,0,Scaling/spalling existed at deck slab on span. Material loss and crackings at both slope/bank protections. Bank erosion at slope/bank protection in abutment B. Displacement/deformation develops a gap between the main structure of abutment and the slope/b
"8424",Mindanao,Region XI,Davao Oriental,Davao Oriental 2nd District Engineering Office,Davao Oriental (Second District),Tibanban-Lavigan Rd,"22469",B01898MN,Luzon Br.,38,Concrete,Permanent,Year Known,"2015",Fair,"2","0","1",8.8,"44",15,0,0,0.74,0.74,"2",0.113208,River/Waterway (fresh water),Luzon,Governor Generoso, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S01397MN,"0","0",6.9,0,Newly completed. Needs routine maintenance only.
"8425",Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 1st District Engineering Office,Surigao Del Sur (First District),Surigao-Davao Coastal Rd,"63284",B00677MN,Nurcia Br.,36,Steel,Permanent,Year Known,"2010",Fair,"2","0","1",9.5,"24",20,0,0,0.75,0.75,"2",0.09434,River/Waterway (fresh water),Nurcia,Lanuza, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00313MN,"0","902",5.5,0,"MAJOR REPAIR OF PERMANENT BR. UNDER GAA 2019 WAS COMPLETED. APPLICATION OF PROTECTIVE COATING FOR CONCRETE TO DECK SLAB, INSTALLATION OF REINFORCED CONCRETE SLOPE PROTECTION @ ABUT A, APPLICATION OF REFLECTORIZED THERMOPLASTIC PAVEMENT MARKING (YELLOW &"
"8426",Mindanao,Region XIII,Dinagat Islands,Dinagat Islands District Engineering Office,Dinagat Islands (Lone District),Dinagat-Loreto Rd,"71003",B00101DG,Daniel Br.,22,Concrete,Permanent,Year Known,"2015",Good,"2","0","1",9.69,"47",0,0,0,0.73,0.73,"2",0.050314,Not Specified,Paragua,Tubajon, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00007DG,"0","880",9.42,0,Newly repaired bridge funded FY2020. Regular routine maintenance shall be implemented.
"8427",Mindanao,Region XII,Cotabato,Cotabato 2nd District Engineering Office,Cotabato (Second District),Paco-Roxas-Arakan Valley-Jct Davao-Bukidnon Rd,"3550",B01812MN,Lolo Santo Br.,18,Concrete,Permanent,Year Known,"2012",Good,"2","0","1",9.54,"43",0,0,0,0.76,0.76,"2",0,River/Waterway (fresh water),Ladayon,Arakan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00702MN,"0","942",2.4,0,Newly Strengthened Bridge.
"8428",Mindanao,Region XI,Davao del Sur,Davao del Sur District Engineering Office,Davao Del Sur (Lone District),Digos-Makar Rd,"355",B00164MN,Digos Br. 1,42,Concrete,Permanent,Year Known,"1958",Fair,"2","1","2",8.87,"10",15,0,0,0.73,0.73,"2",0.097701,River/Waterway (fresh water),Zone 1,Digos City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00184MN,"0","1",10.4,4.65,Major maintenance required due to scour protection material loss
"8429",Mindanao,Region XII,Sarangani,Sarangani District Engineering Office,Sarangani (Lone District),Sarangani-Davao Del Sur Coastal Rd,"27829",B01052MN,Sapu Padidu Br.,21,Concrete,Permanent,Year Known,"1992",Fair,"2","0","1",9.45,"29",20,0,0,0.73,0.73,"2",0.219931,River/Waterway (fresh water),Sapu Padidu,Malapatan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00222MN,"0","930",6.5,0,CORROSION ON GIRDER
"8430",Mindanao,Region X,Misamis Oriental,Misamis Oriental 1st District Engineering Office,Misamis Oriental (First District),Butuan City-Cagayan de Oro City-Iligan City Rd,"10070",B01304MN,Silad Br. 1,26,Concrete,Permanent,Year Known,"1972",Good,"2","0","1",10.15,"10",20,0,0,0.7,0.7,"2",0.056604,River/Waterway (fresh water),Poblacion,Sungbongcogon, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00485MN,"0","9",6.57,0,Asphalt Overlay is highly recommended.
"8431",Mindanao,Region XIII,Dinagat Islands,Dinagat Islands District Engineering Office,Dinagat Islands (Lone District),Dinagat-Loreto Rd,"71796",B00090DG,Navarro Br. 1,15,Steel,Permanent,Year Known,"2008",Good,"2","0","1",9.7,"31",20,0,0,0.71,0.71,"2",0,River/Waterway (fresh water),Navarro,Tubajon, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00007DG,"0","880",6.8,0,"Bridge is still in good condition despite of defects on slope protection, it does not affect the physical strength of the structure to carry the load, but for safety damage should be repair."
"8432",Mindanao,Region XI,Davao del Sur,Davao City 2nd District Engineering Office,Davao City (Third District),Bayabas-Eden Rd,"566",B01226MN,Piedad Br.,48,Steel,Permanent,Year Known,"1997",Poor,"2","2","3",9.05,"30",15,0,0,0.48,0.48,"2",0.272727,River/Waterway (fresh water),Crossing Bayabas,Davao City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00058MN,"0","0",7,6.98,"Replace the expansion joint of abut 1 & 2, pier 1 & 2 due to water leakage. Apply rubber type water proofing on the intire deck slab due to cracks. Apply painting to the intire steek girder due to paint peel off and corrosion."
"8433",Mindanao,Region XIII,Surigao del Norte,Surigao del Norte 2nd District Engineering Office,Surigao Del Norte (Second District),Daang Maharlika (Surigao-Agusan Sect),"35057",B00859MN,Siana Br.,16,Concrete,Permanent,Year Known,"1966",Good,"2","0","1",8.9,"39",20,0,0,0.46,0.48,"2",0,River/Waterway (fresh water),Siana,Tubod, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00339MN,"0","1",2.72,0,NEWLY WIDENED BRIDGE UNDER GAA 2017
"8434",Mindanao,Region X,Misamis Occidental,Misamis Occidental 1st District Engineering Office,Misamis Occidental (First District),Ozamis City-Oroquieta City Rd,"16130",B00367MN,Pines Br.,24,Concrete,Permanent,Year Known,"1955",Good,"2","0","1",8.31,"10",15,0,0,0.46,0.46,"4",0,River/Waterway (fresh water),Pines,Oroquieta City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00963MN,"0","79",6.48,0,RM Only - Painting Bridge Components
"8435",Mindanao,Region XIII,Agusan del Sur,Agusan del Sur 1st District Engineering Office,Agusan Del Sur (First District),NJR Bah-Bah-Talacogon Rd,"6540",B01014MN,Kibao-an Br.,16,Concrete,Permanent,Year Known,"1982",Fair,"2","0","1",9.8,"37",15,0,0,0.8,0.77,"2",0.113208,River/Waterway (fresh water),La Suerte,Prosperidad, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00460MN,"0","904",8,0,Girders has minor cracks and disintegration with rebar exposure. Scouring on leftside upper portion 1.20 meters long and 2 meters wide connected to Approach with depth 0.58 meter. This bridge needs to be repair.
"8436",Mindanao,Region XI,Davao Oriental,Davao Oriental 1st District Engineering Office,Davao Oriental (First District),Surigao del Sur Bdry-Davao Or Coastal Rd,"62666",B00097MN,San Victor Br.,14,Concrete,Permanent,Year Known,"1999",Fair,"2","0","1",9.57,"27",15,0,0,0.77,0.79,"2",0.138365,River/Waterway (fresh water),San Victor,Baganga, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00140MN,"0","902",4.85,0,Minor honeycombs and cracks was observed on girder
"8437",Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 1st District Engineering Office,Surigao Del Sur (First District),Surigao-Davao Coastal Rd,"140714",B00725MN,Masikre Br. 2,16,Concrete,Permanent,Year Known,"2010",Fair,"2","0","1",9.5,"30",20,0,0,0.72,0.72,"2",0.100629,River/Waterway (fresh water),Poblacion Marihatag,Marihatag, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00313MN,"0","902",4.5,0,Bridge requires application of pressurized concrete epoxy to main members with carbon fiber sheet.
"8438",Mindanao,Region XII,Cotabato,Cotabato 1st District Engineering Office,Cotabato (First District),Dualing-New Panay-Midsayap Rd,"28336",B00328MN,Upper Bulanan Br.,16,Steel,Permanent,Year Known,"1999",Fair,"2","0","1",9.9,"25",0,0,0,0,0,"2",0.037736,River/Waterway (fresh water),Upper Bulanan,Midsayap, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00812MN,"0","0",4.2,0,repair damage on disintegration/material loss greater than 150mm on grouted riprap at abutment B.
"8439",Mindanao,Region XIII,Agusan del Norte,Agusan del Norte District Engineering Office,Agusan Del Norte (Second District),Daang Maharlika (Surigao-Agusan Sect),"40016",B01728MN,Maraput Br.,28,Concrete,Permanent,Year Known,"1970",Poor,"2","2","3",16.95,"17",15,0,0,0.8,0.8,"4",0.443526,River/Waterway (fresh water),Victory,Tubay, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00399MN,"0","1",4.25,3.51,"BRIDGE WAS WIDENED ON 2012, BUT THE OLD STRUCTURE NEEDS STRENGTHENING"
"8440",Mindanao,Region XII,Maguindanao,Cotabato City District Engineering Office,Maguindanao (First District),Cotabato-Allah Valley-Marbel Rd,"1",B00295MN,Tamontaka Br.,209,Concrete,Permanent,Year Known,"1965",Good,"2","6","7",8.96,"24",15,0,0,0.41,0.41,"2",0,River/Waterway (fresh water),Tamontaka Mother,Cotabato City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00783MN,"0","1",0,12.46,The bridge was disaligned from span 1 to 7 gradually decreasing up to 0.47m difference caused by the earthquake
"8441",Mindanao,Region X,Misamis Oriental,Misamis Oriental 1st District Engineering Office,Misamis Oriental (First District),Medina By-Pass Rd,"1514",B01118MN,Medina Br. (Cantilever),18,Concrete,Permanent,Year Known,"1972",Good,"2","2","1",7.72,"40",20,0,0,0.75,0.75,"2",0,River/Waterway (fresh water),Poblacion,Medina, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00547MN,"0","0",6.2,3.8,"0"
"8442",Mindanao,Region XIII,Agusan del Sur,Agusan del Sur 2nd District Engineering Office,Agusan Del Sur (Second District),Butuan City-Talacogon-Loreto-Veruela-Sta Josefa Rd,"0",B01464MN,Waloe Br.,126,Concrete,Permanent,Year Known,"2005",Fair,"2","4","5",9.5,"30",0,0,0,0.8,0.8,"2",0.042328,River/Waterway (fresh water),Waloe,Loreto, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00447MN,"0","904",9.8,9.15,Sealant Desterioration notice at expansion joint along pier 3 needs to be repair using seamless joint application. This Bridge was newly retroffing/Strenthening at Lower deck slab and girders under GAA 2014. re-painting of concrete railings was done by m
"8443",Mindanao,Region XI,Davao Oriental,Davao Oriental 2nd District Engineering Office,Davao Oriental (Second District),Pres. Diosdado P.Macapagal Natl Hi-way,"37842",B00046MN,Sumlog Br.,252,Concrete,Permanent,Year Known,"1993",Good,"2","13","14",9.45,"23",15,0,0,0.75,0.75,"2",0.032323,River/Waterway (fresh water),Cocornon,Lupon, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S01448MN,"0","74",5.03,5.55,Major and routine maintenance is recommened
"8444",Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 2nd District Engineering Office,Surigao Del Sur (Second District),Surigao-Davao Coastal Rd,"45746",B00760MN,Tagupaon Br.,19,Concrete,Permanent,Year Known,"2011",Good,"2","0","1",9.4,"40",15,0,0,0.97,0.97,"2",0,River/Waterway (fresh water),Bigaan,Hinatuan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00300MN,"0","902",5.35,0,"Bridge should be monitored  from wooden debris that might blocke the water flow to prevent damaged of bank protection. Scope of Work of this Project in FY 2014 are Surplus Common Excavation for Shouldering, Aggregate Sub-Base Course, PCCP for shouldering"
"8445",Mindanao,Region XI,Compostela Valley,Compostela Valley District Engineering Office,Davao De Oro (First District),Benigno S. Aquino Jr. National Highway,"13733",B00081MN,Maputi Br.,23,Concrete,Permanent,Year Known,"1988",Fair,"2","0","1",9.6,"20",15,0,0,1.1,1.1,"2",0.08805,River/Waterway (fresh water),Poblacion,Compostela, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00133MN,"0","907",5.3,0,"Cracks on Deck and Girder, Epoxy Coating and Epoxy Injection are recommended"
"8446",Mindanao,Region X,Misamis Occidental,Misamis Occidental 1st District Engineering Office,Misamis Occidental (First District),Oroquieta City-Calamba Mt Rd,"18688",B00385MN,Daisug Br.,48,Steel,Permanent,Year Known,"2013",Good,"2","2","3",5.48,"10",15,0,0,0,0,"4",0,River/Waterway (fresh water),Manguehan,Lopez Jaena, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S01015MN,"0","960",13.55,9.84,RM Only - Painting Bridge Components
"8447",Mindanao,Region XIII,Agusan del Norte,Agusan del Norte District Engineering Office,Agusan Del Norte (Second District),Buenavista-Bunaguit Rd,"13655",B01733MN,Sangay Br.,30,Concrete,Permanent,Year Known,"2013",Fair,"2","0","1",9.55,"46",0,0,0,1.08,1.08,"2",0.09434,River/Waterway (fresh water),Sangay,Buenavista, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00396MN,"0","0",7.4,0,CRACKS SHOULD BE SEALED TO PREVENT FUTURE DAMAGE
"8448",Mindanao,Region XIII,Surigao del Sur,Surigao del Sur 1st District Engineering Office,Surigao Del Sur (First District),Surigao-Davao Coastal Rd,"52405",B01750MN,Catupgas Br. 2,16,Concrete,Permanent,Year Known,"2012",Good,"2","0","1",9.62,"30",20,0,0,0.75,0.75,"2",0,River/Waterway (fresh water),Zone Iii,Lanuza, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00313MN,"0","902",4.3,0,Quarterly sweeping of bridge deck and repainting of railings is required.
"8449",Mindanao,Region XII,South Cotabato,South Cotabato 1st District Engineering Office,South Cotabato (Third District),Digos-Makar Rd,"8616",B01903MN,Tinagakan Twin  Br.,45,Concrete,Permanent,Year Known,"2015",Fair,"2","2","3",9.5,"37",20,0,0,1.05,1.05,"2",0.25,Not Specified,Tinagakan,General Santos City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00231MN,"0","1",4.5,4.5,"Inject cracks with pressurized concrete epoxy, Apply carbon fiber sheets and carbon fiber plates, Asphalt overlay is required on deck slab to repair existing scaling and spalling"
"8450",Mindanao,Region XIII,Agusan del Norte,Agusan del Norte District Engineering Office,Agusan Del Norte (Second District),Daang Maharlika (Surigao-Agusan Sect),"37863",B00839MN,Calo-oy Br.,21,Concrete,Permanent,Year Known,"1962",Poor,"2","2","3",8.4,"13",15,0,0,0.5,0.5,"2",0.256198,Other,Doña Rosario,Tubay, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00399MN,"0","1",3.97,1.16,ON GOING REPLACEMENT INTO 4 LANES UNDER GAA 2020
"8451",Mindanao,Region XI,Davao del Norte,Davao del Norte District Engineering Office,Davao Del Norte (Second District),Babak-Samal-Kaputian Rd,"10463",B00028MN,Binoling Br.,24,Concrete,Permanent,Year Known,"1993",Good,"2","2","3",8.36,"25",15,0,0,0.53,0.53,"2",0,Sea (Exposed),Cawag,Island Garden City Of Samal, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00095MN,"0","922",5.25,4.82,Need routine maintenance only.
